finding_id	status	severity	category	unit	scope	summary	evidence	resolution	fix_commit	verification
PT-SIGNAL-MONITOR-CURRENT-CELL-PARITY-005	fixed	medium	diagnostic-evidence-completeness	01-ops-scripts	scripts/src/signal-monitor-current-cell-parity.ts	The report hid symbol provenance and degraded universe state and could falsely label explicit scope as max-symbol truncated by comparing it with an unrelated profile universe	The baseline always reported profile-universe counts used profileSymbols versus selectedSymbols for truncation and omitted fallback degradation ranked source active-scope provenance and shown-versus-total sample evidence	Report explicit versus profile scope candidate and selected counts exact truncation universe source fallback degradation completeness and shown-versus-total samples without changing report-only mismatch exit semantics	c57f24bc	Focused explicit automatic truncated degraded and hostile human-output regressions prove exact provenance completeness and sample evidence within 8/8
PT-SIGNAL-MONITOR-EVENT-ANCHOR-001	awaiting_semantic	high	destructive-command-scope-semantics	01-ops-scripts	scripts/src/signal-monitor-event-anchor-plan.ts	The candidate-limit option sounds like a write ceiling but limits only returned samples so a confirmed zero-limit invocation still writes every eligible event anchor	The wrapper passes candidateLimit into the service plan while applyEventAnchorPlan iterates plan.candidates rather than plan.samples; candidate-limit=0 with write and confirm-write therefore applies all candidates sequentially and partial progress is retryable but not atomic	Choose whether candidate-limit caps both planned writes and samples or rename it sample-limit and keep all-or-idempotently-retry write behavior		Full 139-line immutable wrapper plus service implementation callers types focused tests history and design were traced; behavior is byte-untouched pending product intent
PT-SIGNAL-OPTIONS-EXIT-SWEEP-001	fixed	medium	command-import-and-configuration-integrity	01-ops-scripts	scripts/src/signal-options-exit-policy-sweep.ts	Importing the sweep mutated process state while blank malformed contradictory or unknown configuration could silently become permissive defaults or reach database work	The baseline set historical bar evaluation at module load coerced blank numeric values to zero rounded or defaulted malformed values ignored command arguments and let unknown family selection occur after lock and database acquisition	Guard all side effects behind direct invocation strictly validate no-argument command scope canonical dates enums booleans safe integers selector conflicts and nonempty variants before database work and honor explicit historical-evaluation vetoes	09e026e0	Import unknown-command blank-config invalid-date enum integer replay selector conflict and pre-database family RED cases pass within focused suite 11/11
PT-SIGNAL-OPTIONS-EXIT-SWEEP-002	fixed	high	financial-ranking-evidence-integrity	01-ops-scripts	scripts/src/signal-options-exit-policy-sweep.ts	Malformed trade payloads or untrusted summary aggregates could fabricate eligibility PnL win rate profit factor drawdown and winner rankings	The baseline coerced numeric strings and nulls trusted realizedPnl winningTrades and losingTrades aggregates counted malformed closed trades and allowed aggregate overflow into ranking arithmetic	Derive every ranking metric only from finite numeric closed-trade PnL with canonical closure dates discard malformed trade records and fail closed on nonfinite aggregate arithmetic	09e026e0	Malformed coercive aggregate-spoof invalid-date and overflow regressions were RED before the fix and pass within focused suite 11/11
PT-SIGNAL-OPTIONS-EXIT-SWEEP-003	fixed	medium	operator-output-and-report-publication-integrity	01-ops-scripts	scripts/src/signal-options-exit-policy-sweep.ts	Failures and persisted values could disclose credentials inject terminal CSV Markdown or JSON structure and report files could partially publish or overwrite a completed run	The baseline printed raw errors used direct JSON stringify and unescaped CSV or Markdown interpolation then created the destination and wrote three files independently with overwrite semantics	Redact and bound diagnostics contain controls and bidirectional text preserve nonfinite JSON explicitly neutralize CSV formulas escape Markdown and publish all reports through one same-parent temporary directory with an existing-destination preflight	09e026e0	Hostile credential terminal JSON CSV Markdown replay-diagnostic atomic-publication and no-overwrite RED cases pass within focused suite 11/11
PT-SIGNAL-OPTIONS-EXIT-SWEEP-004	fixed	high	deployment-completion-and-resource-integrity	01-ops-scripts	scripts/src/signal-options-exit-policy-sweep.ts	A live or malformed deployment could be swept while all failed variants or a failed missing or ineligible replay could still be labeled or returned as successful and cleanup could mask the primary outcome	The baseline deployment query and runtime validation admitted live mode trusted an unnormalized symbol array labeled every replay result committed did not fail after all-variant or replay failure and independently owned advisory-lock and pool cleanup paths	Require shadow mode and a normalized bounded universe share the database advisory-lock owner contain independent cleanup preserve primary failures and fail completion plus replay labels closed for absent failed or ineligible evidence	09e026e0	Live deployment symbol normalization shared-lock cleanup all-failed missing-replay failed-replay and ineligible-replay regressions were RED before the fixes and pass within focused suite 11/11
PT-SIGNAL-OPTIONS-EXIT-SWEEP-005	awaiting_semantic	high	destructive-replay-authority-and-ledger-destination	01-ops-scripts	scripts/src/signal-options-exit-policy-sweep.ts	Inherited environment state can request a durable winner replay against an automatically selected deployment while the default writer replaces legacy shadow history and verification is not bound to an exact own-ledger run	The wrapper reads replay authority only from environment auto-selects the newest matching deployment sets replaceReplayRows for replay and verifies shadow orders by deployment and window; the service defaults to legacy shadow unless PYRUS_BACKTEST_LEDGER=own while the locked ledger-separation design requires a new per-run own ledger	Choose explicit execute and deployment authority require the own-ledger destination return an exact run identity from the writer and verify only that immutable run before reporting replay commitment		Wrapper service schema API route backtest ledger writer tests history and locked separation design traced; destructive authority and destination behavior deliberately unchanged
PT-SIGNAL-OPTIONS-EXIT-SWEEP-006	awaiting_semantic	medium	replay-resource-and-partial-result-policy	01-ops-scripts	scripts/src/signal-options-exit-policy-sweep.ts	Dry sweeps can mutate deployment normalization state hold the worker lock for the entire variant matrix rank a winner after partial failures and run past warning-only timeouts over a growing default window	The current service may normalize deployment rows even with commit false; the wrapper acquires one worker lock before all dry variants accepts any successful eligible subset warns without cancelling at the timeout threshold and defaults from 2026-04-01 through the latest completed day	Define dry-run mutation ownership lock granularity minimum successful-variant coverage cancellable timeout behavior and a bounded or explicitly confirmed evaluation window before changing selection or resource policy		Wrapper service callers retained reports history and locked design traced; these resource and partial-result semantics remain unchanged pending product intent
PT-SIGNAL-OPTIONS-GREEK-POSITION-DIAGNOSTICS-001	fixed	medium	command-configuration-and-lifecycle-integrity	01-ops-scripts	scripts/src/signal-options-greek-position-diagnostics.ts	Malformed duplicate unknown coercible or conflicting CLI and environment scope could silently default clamp or reach database work while raw failures and pool cleanup could expose or mask the primary outcome	The baseline used first-prefix argv matching Number plus floor fallback and clamp permissive boolean parsing and direct raw stack output followed by an uncontained pool-end promise	Use strict Node argument parsing canonical UUID and bounded integer values explicit CLI versus environment conflict checks pre-database help and destination validation bounded credential-redacted terminal-safe errors and contained all-pool finalization	de610818	Unknown input was observed RED reaching the isolated database and exposing a raw stack; import help defaults bounds duplicates conflicts hostile diagnostics and cleanup pass within focused suite 11/11
PT-SIGNAL-OPTIONS-GREEK-POSITION-DIAGNOSTICS-002	fixed	medium	deployment-and-state-source-integrity	01-ops-scripts	scripts/src/signal-options-greek-position-diagnostics.ts	An explicit ID could inspect a live or unrelated deployment and every run invoked the full dashboard signal and contract-preview path although the report only needs reconciled active positions	The baseline explicit query selected only by ID and listSignalOptionsAutomationState view full reads signal snapshots builds candidates and can attach option-contract previews before returning active positions	Require a valid shadow provider signal-options deployment resolve its profile from the same deployment config and reuse the production read-only active-position plus shadow-ledger reconciliation API without candidate or contract-preview work	de610818	Live non-shadow malformed deployment RED cases and dependency-injected sequential assembly prove the active-position path and exact profile while source census excludes the full-state call within focused suite 11/11
PT-SIGNAL-OPTIONS-GREEK-POSITION-DIAGNOSTICS-003	fixed	high	readiness-and-runtime-evidence-integrity	01-ops-scripts	scripts/src/signal-options-greek-position-diagnostics.ts	Malformed persisted numbers reasons or arbitrary recommendation keys could count as Greek-management coverage and pass the readiness gate while replay-run marks entered recent runtime evidence	The baseline coerced null and strings with Number accepted every nonempty Greek object stringified arbitrary reasons keyed a plain object with untrusted recommendations and compared metadata runMode to signal_options_replay instead of replay	Accept only finite numeric primitives known producer recommendations booleans and nonempty string reasons and align all replay provenance fields with the automation runtime classifier while preserving coverage-based rather than freshness-based readiness	de610818	Null string __proto__ invented-recommendation malformed-reason stale-unavailable and runMode replay RED cases pass within focused suite 11/11
PT-SIGNAL-OPTIONS-GREEK-POSITION-DIAGNOSTICS-004	fixed	medium	operator-output-and-report-publication-integrity	01-ops-scripts	scripts/src/signal-options-greek-position-diagnostics.ts	Persisted deployment position and reason text could inject Markdown or HTML JSON could retain terminal-active Unicode and two report files could partially publish or overwrite completed evidence	The baseline escaped only table pipes and whitespace interpolated header fields verbatim used direct JSON stringify created the destination recursively and wrote both final files independently with overwrite semantics	Escape every Markdown boundary encode HTML contain controls and bidirectional text serialize JSON safely and publish both reports through one same-parent temporary directory only when the final destination is absent	de610818	Hostile header table HTML Markdown control JSON atomic publication and completed-destination no-overwrite RED cases pass within focused suite 11/11
PT-SIGNAL-OPTIONS-GREEK-SELECTOR-SMOKE-001	fixed	medium	command-import-and-configuration-integrity	01-ops-scripts	scripts/src/signal-options-greek-selector-smoke.ts	Importing the smoke command mutated historical-evaluation state while unknown duplicate malformed coercible or zero-like scope could silently default clamp widen to all signals or reach database work	The baseline set PYRUS_SIGNAL_MONITOR_BAR_EVALUATION_ENABLED at module load used first-prefix argv matching Number floor clamp and fallback accepted only date shape ignored unknown input and had no pre-database help path	Guard all side effects behind direct invocation strictly parse unique known options canonical real dates enums booleans decimals symbols and bounded safe integers before database work and preserve explicit historical-evaluation vetoes	1c7545a4	All 11 focused cases were RED against the immutable source; import help unknown duplicate date enum integer decimal symbol bound default and veto regressions now pass without a live database
PT-SIGNAL-OPTIONS-GREEK-SELECTOR-SMOKE-002	fixed	high	deployment-lock-and-lifecycle-integrity	01-ops-scripts	scripts/src/signal-options-greek-selector-smoke.ts	A live or malformed deployment could be replayed while the provider-heavy smoke pinned a shared-pool client for its full duration and release or pool failures could mask the primary outcome	The baseline query omitted mode validation trusted an arbitrary nonempty JSON universe stringified every entry owned a session advisory lock on pool.connect and awaited release then pool.end in one uncontained finally	Require enabled shadow provider-account and existing name-or-config signal-options authority normalize a valid deduplicated universe use the shared dedicated advisory-lock holder close all database resources and preserve primary failures across cleanup	1c7545a4	Live unrelated malformed UUID and universe RED cases plus exact service-input shared-lock primary-failure and source-contract regressions pass within focused suite 11/11
PT-SIGNAL-OPTIONS-GREEK-SELECTOR-SMOKE-003	fixed	medium	operator-output-and-report-publication-integrity	01-ops-scripts	scripts/src/signal-options-greek-selector-smoke.ts	Deployment window note provider-gap and failure text could inject Markdown HTML or terminal controls disclose credentialed URLs and a rerun could overwrite or partially publish completed evidence	The baseline escaped only table pipes interpolated headers and notes verbatim printed raw Error objects created the final directory then wrote report.md directly with replacement semantics	Encode HTML and Markdown contain controls and bidirectional text redact and bound terminal diagnostics emit safe JSON path output and atomically rename one same-parent temporary report directory only when the destination is absent	1c7545a4	Hostile header table note error credential ANSI atomic-publication completed-destination and temporary-cleanup regressions pass within focused suite 11/11
PT-SIGNAL-OPTIONS-GREEK-SELECTOR-SMOKE-004	awaiting_semantic	high	gex-selection-evidence-scope	01-ops-scripts	scripts/src/signal-options-greek-selector-smoke.ts	Historical GEX substitution can change only the service-selected candidate and three visible candidates so a contract outside the original top three can never become the reported GEX winner	The service scores up to 200 candidates but returns only topCandidates slice 0 through 3; the wrapper looks up selected plus topCandidates then sorts that visible array and promotes only its first row	Choose whether this is intentionally a visible-top-three rerank that must be labeled as such or a full GEX selector comparison that requires all scored candidates to reach the adapter before final selection		Source service scorer work order reports and candidate construction traced; visible-only lookup and reranking were deliberately preserved and dependency-injected regression locks the existing population
PT-SIGNAL-OPTIONS-GREEK-SELECTOR-SMOKE-005	awaiting_semantic	medium	dry-run-mutation-and-resource-policy	01-ops-scripts	scripts/src/signal-options-greek-selector-smoke.ts	The nominal smoke uses commit false yet can normalize deployment rows while holding the worker lock through all historical provider and per-candidate GEX work and defaults to every action signal	The smoke service runs the shadow backfill with commit false then calls branding and account normalizers that can update algo_deployments and diagnostics; the wrapper has no signal cap by default and owns one lock for the entire run	Define whether dry evidence may normalize live deployment state and whether whole-run lock scope plus uncapped one-day action coverage are required or need explicit bounded authority before changing them		Wrapper service normalizers writers lock reports history and work order traced; deployment authority lock duration default all-signals scope and service behavior remain unchanged
PT-SIGNAL-SCORING-LEGACY-001	fixed	high	legacy-calibration-producer-disposition	01-ops-scripts	scripts/src/signal-scoring-observation-dump.ts	The legacy producer deletes trusted output before refresh writes directly to the canonical path omits authoritative provenance validation and can publish a file whose name and resolved timeframe disagree	The only retained root artifact is observations-5m.jsonl from July 4 but its header declares resolvedTimeframe 15m; the script deletes first overrides then deletes prior environment state validates only a positional timeframe and persists a KPI snapshot while the July 7 signal-calibration producer now stages validates and publishes versioned evidence	Retire the legacy alias and source in favor of the documented signal-calibration:dump producer and mark the old draft plan historical	76a26fc9	User chose retirement; the RED manifest contract turns GREEN after source and alias deletion; maintained replacement tests pass 17/17 with full Scripts typecheck and exact active-code census
PT-SIGNAL-SCORING-LEGACY-002	fixed	high	legacy-calibration-report-disposition	01-ops-scripts	scripts/src/signal-scoring-recall-report.ts	The legacy report treats missing unversioned malformed mislabeled mixed-run or count-drifted dumps as usable evidence and can overwrite JSON then fail before its Markdown pair is complete	The reader trusts cast JSON headers and rows does not require all three files or cross-check deployment run timeframe horizon coverage count and finite scorer inputs then reports missing inputs as notes; the July 7 calibration fitter now validates those contracts and atomically publishes guarded descriptive output	Retire the legacy alias and source in favor of the documented signal-calibration:fit report and mark the old draft plan historical	76a26fc9	User chose retirement; the RED manifest contract turns GREEN after source and alias deletion; maintained replacement tests pass 17/17 with full Scripts typecheck and exact active-code census
PT-SYNC-LISTED-UNIVERSE-001	fixed	high	destructive-command-and-scope-integrity	01-ops-scripts	scripts/src/sync-listed-universe.ts	Plain invocation durably wrote the listed universe while malformed duplicate unknown or positional input silently selected permissive defaults and importing the module immediately fetched and wrote	The baseline first-prefix argv scans treated every boolean except false as true rounded or ignored malformed limits discarded unknown sources defaulted dryRun to false and unconditionally invoked main	Require a unique strict Node CLI with preview by default bare execute authority canonical booleans integers credential-free HTTP URLs exact sources help before I/O and direct-invocation guarding	9d9ae585	Import first reached an injected throwing provider boundary and all initial command tests were RED; strict preview execute URL duplicate malformed help import and no-write regressions pass within focused suite 9/9
PT-SYNC-LISTED-UNIVERSE-002	fixed	high	source-membership-evidence-integrity	01-ops-scripts	scripts/src/sync-listed-universe.ts	Removed or filter-ineligible listings remained active forever and an incomplete source response had no authority check before durable writes	The baseline only upserted selected current rows with active true and lastMissingAt null; no repository writer deactivated absences while planner hydration and optionability consumers require active true	Validate the canonical completion trailer and an inclusive nonempty malformed-free duplicate-free raw parse then reconcile the complete filtered membership set; keep limited execution additive-only and stamp true absences inactive with lastMissingAt	9d9ae585	Both directory formats filter authority invalid trailer malformed record limited-run stale-deactivation and returning-membership reactivation regressions pass against injected source text and the real PGlite schema within 9/9
PT-SYNC-LISTED-UNIVERSE-003	fixed	high	transactional-concurrency-integrity	01-ops-scripts	scripts/src/sync-listed-universe.ts	Chunk failures or overlapping syncs could leave partial membership state or let an older source snapshot overwrite a newer run	The baseline wrote each 1000-row membership chunk independently with no transaction or singleton lock and had no atomic absence phase	Hold a dedicated session advisory lock across fetch validation and writes and commit all membership upserts plus filtered-source deactivations in one transaction; retain the separately owned catalog transaction as an idempotent retry ceiling	9d9ae585	Lock unavailable release primary-error preservation transactional current-row upsert reactivation selected-source-only deactivation and exact write-count regressions pass within 9/9; commit and lock-key collision checks pass
PT-SYNC-LISTED-UNIVERSE-004	fixed	medium	operator-output-and-lifecycle-integrity	01-ops-scripts	scripts/src/sync-listed-universe.ts	Provider or database failures could print raw credentialed terminal-active stacks and process-owned database connections were never closed	The baseline passed the raw Error object to console.error reported attempted rows as upserted and had no database finalization path	Bound and redact diagnostics and provider-derived output report separate catalog membership deactivation and reconciliation counts and close every process-owned pool and advisory holder without masking the primary failure	9d9ae585	Hostile credential ANSI newline bidirectional output import invalid-CLI help cleanup and primary-failure regressions pass within focused suite 9/9; full Scripts typecheck and Prettier pass
PT-SYNC-NASDAQ-LISTED-LEGACY-001	fixed	high	legacy-universe-command-disposition	01-ops-scripts	scripts/src/sync-nasdaq-listed-universe.ts; scripts/package.json	A superseded Nasdaq-only command remained callable with write-by-default catalog mutation and optional broker hydration even though it did not maintain the active source-membership authority	The 124-line command had no tracked caller beyond universe:sync:nasdaq; it ignored unknown duplicate or malformed scope treated every boolean except false as true ran fetch and writes on import accepted unrestricted URLs printed raw failures and omitted database cleanup while the later unified listings command safely covers Nasdaq source membership and the dedicated preview-first hydrator covers IBKR	Retire the alias and source in favor of universe:sync:listings plus universe:hydrate:ibkr while locking both replacement entries in the existing scripts-manifest contract	7ab375b8	User chose retirement; the manifest regression was RED against the legacy alias then passes 5/5 after exact alias and source deletion; replacement suites pass 16/16 full Scripts typecheck Prettier diff secret deletion ancestry and three-path commit-isolation checks pass
PT-UNIVERSE-PRIORITY-001	fixed	high	symbol-and-explicit-scope-integrity	01-ops-scripts	scripts/src/universe-priority.ts; scripts/src/hydrate-universe-catalog-ibkr.ts	Priority symbols could be silently changed discarded retargeted by Unicode case folding or kept in a representation that cannot match the canonical 64-character catalog key	The baseline deleted illegal characters and preserved share-class dashes; the first fix reused normalizeSymbol but validated only after Unicode uppercasing and allowed punctuation-first or over-64 values while the hydrator queried normalizedTicker exactly	Reject raw non-ASCII before normalization reuse the canonical share-class transform enforce an alphanumeric-leading 1-to-64-character catalog grammar reject illegal and empty explicit values and preserve first-seen canonical deduplication	3990a89e,6946e4c9	Initial helper and empty-scope regressions plus adversarial Unicode punctuation-first and 65-character cases were RED; combined helper and hydrator suites pass 12/12 optionability passes 1/1 full Scripts typecheck Prettier diff secret ancestry and four-path isolation pass
PT-UNIVERSE-PRIORITY-002	awaiting_semantic	high	persisted-watchlist-symbol-integrity	01-ops-scripts	scripts/src/universe-priority.ts; artifacts/api-server/src/services/platform.ts	One writer-permitted malformed persisted watchlist symbol can abort the complete default hydrator and verifier priority load	The watchlist write boundary trims truncates normalizes and checks only nonemptiness so AAPL$ can be stored while the shared bulk reader now correctly rejects it and a fake row reproduced a whole-load throw	Choose whether to reject and audit or repair legacy rows at the write boundary or skip invalid persisted rows with bounded operator evidence before changing the fail-closed loader		Writer reader schema and both consumers were traced; the writer is externally dirty and existing malformed row presence is unknown because no live database probe was made
PT-UNIVERSE-PRIORITY-003	awaiting_semantic	medium	verifier-empty-scope-policy	01-ops-scripts	scripts/src/universe-priority.ts; scripts/src/verify-flow-universe-optionability.ts	The shared parser now rejects an explicitly empty verifier --symbols value although the prior verifier treated it as omitted	The hydrator requires empty explicit scope to fail before broader work but the unchanged verifier caller shares the same parser and no source establishes whether its empty value should be invalid or absent	Choose one shared rejection contract or split caller parsing so only the hydrator rejects explicit empty scope		Both callers history tests and prior durable handoff were traced; current behavior remains unchanged after the adversarial repair
PT-UNIVERSE-PRIORITY-004	awaiting_semantic	medium	priority-symbol-alphabet-policy	01-ops-scripts	scripts/src/universe-priority.ts; scripts/src/hydrate-universe-catalog-ibkr.ts	Provider-prefixed non-equity symbols such as I:SPX are rejected although the hydrator accepts non-equity market selections	The strict catalog grammar intentionally excludes colon while platform provider code recognizes I C X and O prefixes and the priority lane has no documented equity-only or provider-symbol contract	Decide whether priority symbols are canonical provider-neutral catalog keys or may include validated market-specific prefixes before changing the alphabet		Hydrator markets catalog schema provider formats and current callers were traced; colon rejection remains unchanged
PT-START-LOCAL-PG-001	fixed	high	local-postgres-process-and-artifact-ownership	01-ops-scripts	scripts/start-local-postgres.sh	An unreachable probe could delete postmaster socket and lock artifacts without proving that the recorded cluster was stopped or that all artifacts had one dead owner	The baseline trusted a postmaster PID line and a stripped process command basename then removed all three artifacts whenever that basename was not postgres; PID reuse malformed evidence and ambiguous pg_ctl states were not distinguished	Require a canonical PID pg_ctl status exactly 3 no live recorded PID and matching socket-lock ownership before deleting only the three expected artifacts	d8c742c8	Live ambiguous malformed mismatched and self-consistent-dead fake-command regressions pass within focused suite 8/8; independent five-axis review approved the fail-closed ownership gate
PT-START-LOCAL-PG-002	fixed	medium	local-postgres-port-authority	01-ops-scripts	scripts/start-local-postgres.sh	Inherited PGPORT could steer SQL probes away from the cluster whose socket cleanup startup and ready URL implicitly assumed port 5432	The baseline omitted explicit client and server ports while hardcoding 5432 only in stale socket paths and omitting the port from the reported connection URL	Use one read-only local port authority for environment clients init configuration stale artifacts pg_ctl startup and the ready URL	d8c742c8	Inherited-port regression observes explicit and exported 5432 on every SQL call plus pinned pg_ctl startup within focused suite 8/8
PT-START-LOCAL-PG-003	fixed	medium	bounded-sql-and-database-creation-integrity	01-ops-scripts	scripts/start-local-postgres.sh	SQL probes could block indefinitely and a failed database-existence query was treated as database absence before CREATE DATABASE	The baseline had no connection or execution deadline and used an existence-query pipeline followed by logical OR creation which collapsed query failure and an absent row	Route every SQL call through bounded connect and process deadlines and distinguish probe failure from an explicit nonexistence result before creation	d8c742c8	Bounded-wrapper and failed-existence-query regressions pass within focused suite 8/8; syntax typecheck style startup and Markdown audits pass
PT-WAIT-LOCAL-PG-001	awaiting_semantic	high	database-source-authority	01-ops-scripts	scripts/wait-for-local-postgres.sh	The diagnostic can skip a selected local database or require a local socket while runtime actually selects managed PostgreSQL	The script infers local mode only from DATABASE_URL text while the runtime can select LOCAL_DATABASE_URL under PYRUS_DATABASE_SOURCE or prefer managed PG environment authority over a stale local DATABASE_URL	Choose whether to retire the zero-caller helper or make it consume the same resolved database-source authority as the runtime before probing		Complete script runtime precedence startup guard maintained docs and history traced; no database or runtime action occurred
PT-WAIT-LOCAL-PG-002	awaiting_semantic	high	local-postgres-port-authority	01-ops-scripts	scripts/wait-for-local-postgres.sh	Socket presence is checked at port 5432 while psql can inherit a different PGPORT and probe a different endpoint	The socket filename and host are fixed but the psql call supplies no explicit port and does not clear inherited client port authority	If the helper is retained pin the same documented fallback port for socket and client or derive both from one validated authority		Source and the hardened manual starter were compared; no PostgreSQL process was run
PT-WAIT-LOCAL-PG-003	awaiting_semantic	high	readiness-deadline-integrity	01-ops-scripts	scripts/wait-for-local-postgres.sh	The advertised ten-second deadline can be exceeded indefinitely by a foreground SQL call or password prompt	The clock is checked only between psql invocations and the client has no noninteractive mode connection timeout or process deadline while all diagnostics are suppressed	If retained route each probe through a bounded noninteractive wrapper whose remaining duration cannot exceed the overall deadline		Foreground call and loop control were traced; no speculative endpoint or database probe occurred
PT-WAIT-LOCAL-PG-004	awaiting_semantic	medium	retired-startup-diagnostic-disposition	01-ops-scripts	scripts/wait-for-local-postgres.sh	A zero-caller manual helper still claims it is refusing API bring-up although startup guards deliberately prohibit it from the API development command	The executable caller was retired while maintained docs retain the script as a manual diagnostic and the final error still describes an obsolete startup-owner role	Choose retirement with removal of the two maintained documentation promises or retain and relabel it as a bounded operator-only diagnostic		Caller package guard docs and creating and retirement history were traced; external manual use is unknown
PT-CODEX-SYNC-001	awaiting_semantic	high	recursive-skill-catalog-integrity	01-ops-scripts	scripts/sync-codex-skills.sh	Direct directory enumeration links whole trees whose recursive skill catalogs are neither validated nor represented in counts	The current roots contain 101 direct directories but 636 recursive SKILL.md files and gstack documents that recursive Codex discovery of a whole tree creates duplicate skills	Choose native repository-local discovery or define an explicit validated global catalog that exposes only intended skill roots and sidecars		Current source trees setup guidance destination and direct versus recursive counts were independently inspected; the sync was not run
PT-CODEX-SYNC-002	awaiting_semantic	high	global-destination-ownership	01-ops-scripts	scripts/sync-codex-skills.sh	Unconditional link replacement can overwrite a user-owned file or symlink and can mutate inside a user-owned directory while reporting the basename as synchronized	The target is user-global CODEX_HOME skills and ln -sfn has no no-dereference destination-type or ownership preflight; system protection applies only during cleanup	Define collision precedence and refuse every foreign destination before publishing only explicitly owned links		Installation branch and GNU ln semantics were reviewed; the user-global destination was not mutated
PT-CODEX-SYNC-003	awaiting_semantic	high	global-cleanup-ownership	01-ops-scripts	scripts/sync-codex-skills.sh	Cleanup can delete manually created links into current source roots while retaining links created by this script to an older or missing checkout	Ownership is inferred only from the current resolved target path and basename with no manifest or installation identity	If global mirroring is retained publish and verify an ownership manifest and remove only entries proven to belong to that manifest		Cleanup cases current roots and moved or unresolved target behavior were traced without deleting links
PT-CODEX-SYNC-004	awaiting_semantic	high	enumeration-failure-and-partial-publication	01-ops-scripts	scripts/sync-codex-skills.sh	A partial source enumeration can continue into cleanup and remove prior entries while other failures can leave a partially replaced catalog	Strict shell mode does not propagate producer failure from the process substitutions feeding the while loops and publication is performed one link at a time before cleanup	If retained enumerate and validate fail-closed before mutation then publish transactionally or roll back from an ownership manifest		The process-substitution exit behavior was reproduced read-only and mutation order was traced; the sync was not run
PT-CODEX-SYNC-005	awaiting_semantic	medium	skill-schema-validation-integrity	01-ops-scripts	scripts/sync-codex-skills.sh	Textual frontmatter and icon checks can accept malformed metadata or missing and escaping assets while skipped entries still produce a successful overall exit	The script does not parse YAML enforce delimiters types uniqueness naming or asset containment and existence and its result disagrees with the repository-recommended validator on current entries	Choose the authoritative skill schema and require complete catalog validation before any global publication		Both textual validators current metadata and recommended validation behavior were inspected without installing skills
PT-CODEX-SYNC-006	awaiting_semantic	medium	skill-source-trust-authority	01-ops-scripts	scripts/sync-codex-skills.sh	Ignored mutable local and vendored trees are treated as equally trusted global installation sources without consulting the available source and hash catalog	The roots are explicitly ignored runtime state while skills-lock records only a subset with source paths and computed hashes and the script reads neither it nor another trust manifest	Decide whether either ignored tree may become global and if so require an explicit source hash and precedence policy		Git ignore rules current lock catalog root counts and destination were inspected; source contents were not published globally
PT-CODEX-SYNC-007	awaiting_semantic	medium	global-install-serialization	01-ops-scripts	scripts/sync-codex-skills.sh	Concurrent invocations can interleave replacement and cleanup and expose a partial or last-writer-wins catalog	There is no operator lock staging directory manifest transaction or loader coordination around individual link changes	If the global installer is retained serialize one validated manifest publication and make its visible transition atomic where the platform permits		Lifecycle and cleanup ordering were fully read; no concurrent sync was executed
PT-CODEX-SYNC-008	awaiting_semantic	low	installer-platform-contract	01-ops-scripts	scripts/sync-codex-skills.sh	The installer relies on GNU and Bash 4 features without declaring a Linux-only support contract	Associative arrays sort -z and readlink -f are unavailable in default older Bash or BSD tooling while the current Replit environment does provide them	Declare Linux GNU support or replace the features only if cross-platform manual use is required		Current Bash and coreutils compatibility was observed; non-Linux support remains unknown
PT-SYNC-UNIVERSE-CATALOG-001	fixed	high	destructive-command-and-scope-integrity	01-ops-scripts	scripts/src/sync-universe-catalog.ts	Plain invocation durably wrote the broad catalog while malformed duplicate unknown or positional input selected permissive defaults and importing the module immediately opened runtime boundaries	The baseline scanned argv by prefix treated every boolean except false as true accepted noncanonical or nonfinite page limits trusted arbitrary market strings and unconditionally invoked main	Require one strict Node CLI with preview by default bare execute authority canonical booleans integers and markets help before I/O and direct-invocation guarding	6ff41cf2	Import and invalid command boundaries first reached injected provider or database traps; strict preview execute duplicate malformed help import and no-write regressions pass within focused suite 8/8
PT-SYNC-UNIVERSE-CATALOG-002	fixed	high	provider-page-and-cursor-integrity	01-ops-scripts	scripts/src/sync-universe-catalog.ts	Unbounded provider calls could persist credentialed or foreign cursors and silently accept mapped-row loss or a contradictory empty page as complete	The shared client exposes raw page count beside compacted mapped results and raw next_url; the baseline neither supplied a deadline nor compared count to mapped rows nor sanitized checkpoint cursors before persistence and reuse	Bound every provider page with a native timeout fail closed when count disagrees with mapped rows or an empty page has a next cursor and require same-origin credential-free fragment-free cursors before upsert or checkpoint	6ff41cf2	Timeout signal complete-page mismatch contradictory-empty same-origin credential stripping foreign-origin-before-upsert and resumable cursor regressions pass within focused suite 8/8
PT-SYNC-UNIVERSE-CATALOG-003	fixed	high	concurrent-checkpoint-integrity	01-ops-scripts	scripts/src/sync-universe-catalog.ts	Overlapping catalog syncs could race state and row writes while a failed checkpoint or lock cleanup could replace the primary failure or lose current progress evidence	The baseline had no singleton lock reused stale lastSuccessAt in failure state and awaited failure checkpoint publication without protecting the original error	Share the catalog advisory lock before state access checkpoint current cursor counts and success time after each atomic page upsert and preserve the primary failure across best-effort failure publication and lock release	6ff41cf2	Lock-before-state contention-zero-work page checkpoint current-progress failure-checkpoint failure and secondary-release failure regressions pass within focused suite 8/8
